geography_type,geography_name,year,animal,count
Territorial Authority,Hauraki District,2007,Sheep,52738
Territorial Authority,Hauraki District,2017,Sheep,26456
Territorial Authority,Horowhenua District,2012,Sheep,59788
Territorial Authority,Horowhenua District,1994,Sheep,110779
Territorial Authority,Horowhenua District,2002,Sheep,74514
Territorial Authority,Horowhenua District,2007,Sheep,91740
Territorial Authority,Horowhenua District,2017,Sheep,75883
Territorial Authority,Hurunui District,2012,Sheep,1276364
Territorial Authority,Hurunui District,1994,Sheep,1961276
Territorial Authority,Hurunui District,2002,Sheep,1643785
Territorial Authority,Hurunui District,2007,Sheep,1612116
Territorial Authority,Hurunui District,2017,Sheep,1082804
Territorial Authority,Invercargill City,2012,Sheep,76030
Territorial Authority,Invercargill City,1994,Sheep,177539
Territorial Authority,Invercargill City,2002,Sheep,94252
Territorial Authority,Invercargill City,2007,Sheep,80773
Territorial Authority,Invercargill City,2017,Sheep,114781
Territorial Authority,Kaikoura District,2012,Sheep,85308
Territorial Authority,Kaikoura District,1994,Sheep,225995
Territorial Authority,Kaikoura District,2002,Sheep,169817
Territorial Authority,Kaikoura District,2007,Sheep,143215
Territorial Authority,Kaikoura District,2017,Sheep,85468
Territorial Authority,Kaipara District,2012,Sheep,158039
Territorial Authority,Kaipara District,1994,Sheep,340901
Territorial Authority,Kaipara District,2002,Sheep,167416
Territorial Authority,Kaipara District,2007,Sheep,204231
Territorial Authority,Kaipara District,2017,Sheep,119838
Territorial Authority,Kapiti Coast District,2012,Sheep,22126
Territorial Authority,Kapiti Coast District,1994,Sheep,47604
Territorial Authority,Kapiti Coast District,2002,Sheep,22471
Territorial Authority,Kapiti Coast District,2007,Sheep,43803
Territorial Authority,Kapiti Coast District,2017,Sheep,8175
Territorial Authority,Kawerau District,2012,Sheep,NA
Territorial Authority,Kawerau District,1994,Sheep,3463
Territorial Authority,Kawerau District,2002,Sheep,NA
Territorial Authority,Kawerau District,2007,Sheep,NA
Territorial Authority,Kawerau District,2017,Sheep,NA
Territorial Authority,Lower Hutt City,2012,Sheep,6499
Territorial Authority,Lower Hutt City,1994,Sheep,15657
Territorial Authority,Lower Hutt City,2002,Sheep,21763
Territorial Authority,Lower Hutt City,2007,Sheep,6916
Territorial Authority,Lower Hutt City,2017,Sheep,NA
Territorial Authority,Mackenzie District,2012,Sheep,521238
Territorial Authority,Mackenzie District,1994,Sheep,835738
Territorial Authority,Mackenzie District,2002,Sheep,667407
Territorial Authority,Mackenzie District,2007,Sheep,626549
Territorial Authority,Mackenzie District,2017,Sheep,390298
Territorial Authority,Manawatu District,2012,Sheep,662939
Territorial Authority,Manawatu District,1994,Sheep,1032917
Territorial Authority,Manawatu District,2002,Sheep,900178
Territorial Authority,Manawatu District,2007,Sheep,912607
Territorial Authority,Manawatu District,2017,Sheep,639578
Territorial Authority,Marlborough District,2012,Sheep,547180
Territorial Authority,Marlborough District,1994,Sheep,955338
Territorial Authority,Marlborough District,2002,Sheep,785115
Territorial Authority,Marlborough District,2007,Sheep,578805
Territorial Authority,Marlborough District,2017,Sheep,468697
Territorial Authority,Masterton District,2012,Sheep,844506
Territorial Authority,Masterton District,1994,Sheep,1045613
Territorial Authority,Masterton District,2002,Sheep,958301
Territorial Authority,Masterton District,2007,Sheep,953463
Territorial Authority,Masterton District,2017,Sheep,822747
Territorial Authority,Matamata-Piako District,2012,Sheep,35213
Territorial Authority,Matamata-Piako District,1994,Sheep,108139
Territorial Authority,Matamata-Piako District,2002,Sheep,50708
Territorial Authority,Matamata-Piako District,2007,Sheep,71387
Territorial Authority,Matamata-Piako District,2017,Sheep,23774
Territorial Authority,Napier City,2012,Sheep,29330
Territorial Authority,Napier City,1994,Sheep,16804
Territorial Authority,Napier City,2002,Sheep,26042
Territorial Authority,Napier City,2007,Sheep,22960
Territorial Authority,Napier City,2017,Sheep,25249
Territorial Authority,Nelson City,2012,Sheep,6466
Territorial Authority,Nelson City,1994,Sheep,15099
Territorial Authority,Nelson City,2002,Sheep,11089
Territorial Authority,Nelson City,2007,Sheep,7639
Territorial Authority,Nelson City,2017,Sheep,NA
Territorial Authority,New Plymouth District,2012,Sheep,131145
Territorial Authority,New Plymouth District,1994,Sheep,242779
Territorial Authority,New Plymouth District,2002,Sheep,185700
Territorial Authority,New Plymouth District,2007,Sheep,174925
Territorial Authority,New Plymouth District,2017,Sheep,133704
Territorial Authority,Opotiki District,2012,Sheep,20898
Territorial Authority,Opotiki District,1994,Sheep,48270
Territorial Authority,Opotiki District,2002,Sheep,36216
Territorial Authority,Opotiki District,2007,Sheep,35648
Territorial Authority,Opotiki District,2017,Sheep,39500
Territorial Authority,Otorohanga District,2012,Sheep,183380
Territorial Authority,Otorohanga District,1994,Sheep,431948
Territorial Authority,Otorohanga District,2002,Sheep,291436
Territorial Authority,Otorohanga District,2007,Sheep,285614
Territorial Authority,Otorohanga District,2017,Sheep,146331
Territorial Authority,Palmerston North City,2012,Sheep,61537
Territorial Authority,Palmerston North City,1994,Sheep,81567
Territorial Authority,Palmerston North City,2002,Sheep,80259
Territorial Authority,Palmerston North City,2007,Sheep,69690
Territorial Authority,Palmerston North City,2017,Sheep,52155
Territorial Authority,Porirua City,2012,Sheep,34385
Territorial Authority,Porirua City,1994,Sheep,39469
Territorial Authority,Porirua City,2002,Sheep,29303
Territorial Authority,Porirua City,2007,Sheep,36914
Territorial Authority,Porirua City,2017,Sheep,21496
Territorial Authority,Queenstown-Lakes District,2012,Sheep,352392
Territorial Authority,Queenstown-Lakes District,1994,Sheep,927042
Territorial Authority,Queenstown-Lakes District,2002,Sheep,403171
Territorial Authority,Queenstown-Lakes District,2007,Sheep,373093
Territorial Authority,Queenstown-Lakes District,2017,Sheep,301462
Territorial Authority,Rangitikei District,2012,Sheep,1536101
Territorial Authority,Rangitikei District,1994,Sheep,1897609
Territorial Authority,Rangitikei District,2002,Sheep,1708035
Territorial Authority,Rangitikei District,2007,Sheep,1774007
Territorial Authority,Rangitikei District,2017,Sheep,1283010
Territorial Authority,Rotorua District,2012,Sheep,168632
Territorial Authority,Rotorua District,1994,Sheep,351774
Territorial Authority,Rotorua District,2002,Sheep,220848
Territorial Authority,Rotorua District,2007,Sheep,217842
Territorial Authority,Rotorua District,2017,Sheep,137689
Territorial Authority,Ruapehu District,2012,Sheep,1179726
Territorial Authority,Ruapehu District,1994,Sheep,1496636
Territorial Authority,Ruapehu District,2002,Sheep,1311108
Territorial Authority,Ruapehu District,2007,Sheep,1411494
Territorial Authority,Ruapehu District,2017,Sheep,1062856
Territorial Authority,Selwyn District,2012,Sheep,745487
Territorial Authority,Selwyn District,1994,Sheep,1261549
Territorial Authority,Selwyn District,2002,Sheep,1049428
Territorial Authority,Selwyn District,2007,Sheep,954373
Territorial Authority,Selwyn District,2017,Sheep,548069
Territorial Authority,South Taranaki District,2012,Sheep,182727
Territorial Authority,South Taranaki District,1994,Sheep,485629
Territorial Authority,South Taranaki District,2002,Sheep,329118
Territorial Authority,South Taranaki District,2007,Sheep,299266
Territorial Authority,South Taranaki District,2017,Sheep,207322
Territorial Authority,South Waikato District,2012,Sheep,29455
Territorial Authority,South Waikato District,1994,Sheep,67137
Territorial Authority,South Waikato District,2002,Sheep,39010
Territorial Authority,South Waikato District,2007,Sheep,50771
Territorial Authority,South Waikato District,2017,Sheep,34083
Territorial Authority,South Wairarapa District,2012,Sheep,430543
Territorial Authority,South Wairarapa District,1994,Sheep,619144
Territorial Authority,South Wairarapa District,2002,Sheep,471684
Territorial Authority,South Wairarapa District,2007,Sheep,467472
Territorial Authority,South Wairarapa District,2017,Sheep,370554
Territorial Authority,Southland District,2012,Sheep,3488393
Territorial Authority,Southland District,1994,Sheep,6557245
Territorial Authority,Southland District,2002,Sheep,4877430
Territorial Authority,Southland District,2007,Sheep,4619229
Territorial Authority,Southland District,2017,Sheep,3133071
Territorial Authority,Stratford District,2012,Sheep,178449
Territorial Authority,Stratford District,1994,Sheep,294455
Territorial Authority,Stratford District,2002,Sheep,238736
Territorial Authority,Stratford District,2007,Sheep,238626
Territorial Authority,Stratford District,2017,Sheep,210236
Territorial Authority,Tararua District,2012,Sheep,1531286
Territorial Authority,Tararua District,1994,Sheep,2100440
Territorial Authority,Tararua District,2002,Sheep,1805483
Territorial Authority,Tararua District,2007,Sheep,1830414
Territorial Authority,Tararua District,2017,Sheep,1358369
Territorial Authority,Tasman District,2012,Sheep,276877
Territorial Authority,Tasman District,1994,Sheep,424875
Territorial Authority,Tasman District,2002,Sheep,356240
Territorial Authority,Tasman District,2007,Sheep,348485
Territorial Authority,Tasman District,2017,Sheep,261878
Territorial Authority,Taupo District,2012,Sheep,285641
Territorial Authority,Taupo District,1994,Sheep,709815
Territorial Authority,Taupo District,2002,Sheep,442107
Territorial Authority,Taupo District,2007,Sheep,487687
Territorial Authority,Taupo District,2017,Sheep,240877
Territorial Authority,Tauranga City,2012,Sheep,NA
Territorial Authority,Tauranga City,1994,Sheep,8331
Territorial Authority,Tauranga City,2002,Sheep,3753
Territorial Authority,Tauranga City,2007,Sheep,NA
Territorial Authority,Tauranga City,2017,Sheep,NA
Territorial Authority,Thames-Coromandel District,2012,Sheep,46016
Territorial Authority,Thames-Coromandel District,1994,Sheep,95686
Territorial Authority,Thames-Coromandel District,2002,Sheep,93417
Territorial Authority,Thames-Coromandel District,2007,Sheep,82707
Territorial Authority,Thames-Coromandel District,2017,Sheep,25967
Territorial Authority,Timaru District,2012,Sheep,472278
Territorial Authority,Timaru District,1994,Sheep,994687
Territorial Authority,Timaru District,2002,Sheep,766105
Territorial Authority,Timaru District,2007,Sheep,697432
Territorial Authority,Timaru District,2017,Sheep,396625
Territorial Authority,Upper Hutt City,2012,Sheep,11565
Territorial Authority,Upper Hutt City,1994,Sheep,16809
Territorial Authority,Upper Hutt City,2002,Sheep,6720
Territorial Authority,Upper Hutt City,2007,Sheep,11473
Territorial Authority,Upper Hutt City,2017,Sheep,NA
Territorial Authority,Waikato District,2012,Sheep,425126
Territorial Authority,Waikato District,1994,Sheep,613265
Territorial Authority,Waikato District,2002,Sheep,402791
Territorial Authority,Waikato District,2007,Sheep,381494
Territorial Authority,Waikato District,2017,Sheep,353693
Territorial Authority,Waimakariri District,2012,Sheep,282165
Territorial Authority,Waimakariri District,1994,Sheep,601083
Territorial Authority,Waimakariri District,2002,Sheep,432470
Territorial Authority,Waimakariri District,2007,Sheep,402750
Territorial Authority,Waimakariri District,2017,Sheep,202252
Territorial Authority,Waimate District,2012,Sheep,518714
Territorial Authority,Waimate District,1994,Sheep,1136529
Territorial Authority,Waimate District,2002,Sheep,776167
Territorial Authority,Waimate District,2007,Sheep,726238
Territorial Authority,Waimate District,2017,Sheep,445495
Territorial Authority,Waipa District,2012,Sheep,78432
Territorial Authority,Waipa District,1994,Sheep,201552
Territorial Authority,Waipa District,2002,Sheep,131665
Territorial Authority,Waipa District,2007,Sheep,116641
Territorial Authority,Waipa District,2017,Sheep,66282
Territorial Authority,Wairoa District,2012,Sheep,552832
Territorial Authority,Wairoa District,1994,Sheep,787816
Territorial Authority,Wairoa District,2002,Sheep,593071
Territorial Authority,Wairoa District,2007,Sheep,766108
Territorial Authority,Wairoa District,2017,Sheep,513155
Territorial Authority,Waitaki District,2012,Sheep,808829
Territorial Authority,Waitaki District,1994,Sheep,1370065
Territorial Authority,Waitaki District,2002,Sheep,1080656
Territorial Authority,Waitaki District,2007,Sheep,978234
Territorial Authority,Waitaki District,2017,Sheep,755936
Territorial Authority,Waitomo District,2012,Sheep,690723
Territorial Authority,Waitomo District,1994,Sheep,1035244
Territorial Authority,Waitomo District,2002,Sheep,880121
Territorial Authority,Waitomo District,2007,Sheep,932135
Territorial Authority,Waitomo District,2017,Sheep,602605
Territorial Authority,Wanganui District,2012,Sheep,579661
Territorial Authority,Wellington City,2012,Sheep,16274
Territorial Authority,Wellington City,1994,Sheep,39956
Territorial Authority,Wellington City,2002,Sheep,29084
Territorial Authority,Wellington City,2007,Sheep,19719
Territorial Authority,Wellington City,2017,Sheep,14605
Territorial Authority,Western Bay of Plenty District,1994,Sheep,148909
Territorial Authority,Western Bay of Plenty District,2012,Sheep,75435
Territorial Authority,Western Bay of Plenty District,2002,Sheep,112115
Territorial Authority,Western Bay of Plenty District,2007,Sheep,90373
Territorial Authority,Western Bay of Plenty District,2017,Sheep,49326
Territorial Authority,Westland District,2012,Sheep,NA
Territorial Authority,Westland District,1994,Sheep,54975
Territorial Authority,Westland District,2002,Sheep,21920
Territorial Authority,Westland District,2007,Sheep,18032
Territorial Authority,Westland District,2017,Sheep,8836
Territorial Authority,Whakatane District,2012,Sheep,45488
Territorial Authority,Whakatane District,1994,Sheep,94456
Territorial Authority,Whakatane District,2002,Sheep,66014
Territorial Authority,Whakatane District,2007,Sheep,42810
Territorial Authority,Whakatane District,2017,Sheep,46365
Territorial Authority,Whanganui District,1994,Sheep,679929
Territorial Authority,Whanganui District,2002,Sheep,682454
Territorial Authority,Whanganui District,2007,Sheep,676692
Territorial Authority,Whanganui District,2017,Sheep,569923
Territorial Authority,Whangarei District,2012,Sheep,84024
Territorial Authority,Whangarei District,1994,Sheep,156355
Territorial Authority,Whangarei District,2002,Sheep,135078
Territorial Authority,Whangarei District,2007,Sheep,97057
Territorial Authority,Whangarei District,2017,Sheep,62933
Territorial Authority,Ashburton District,2012,Deer,49246
Territorial Authority,Ashburton District,1994,Deer,67398
Territorial Authority,Ashburton District,2002,Deer,96661
Territorial Authority,Ashburton District,2007,Deer,68390
Territorial Authority,Ashburton District,2017,Deer,41534
Territorial Authority,Auckland,1994,Deer,39445
Territorial Authority,Auckland,2002,Deer,26021
Territorial Authority,Auckland,2017,Deer,11284
Territorial Authority,Buller District,2012,Deer,NA
Territorial Authority,Buller District,1994,Deer,9613
Territorial Authority,Buller District,2002,Deer,12710
Territorial Authority,Buller District,2007,Deer,NA
Territorial Authority,Buller District,2017,Deer,10213
Territorial Authority,Carterton District,2012,Deer,3849
Territorial Authority,Carterton District,1994,Deer,5357
Territorial Authority,Carterton District,2002,Deer,6953
Territorial Authority,Carterton District,2007,Deer,4467
Territorial Authority,Carterton District,2017,Deer,3782
Territorial Authority,Central Hawke's Bay District,2012,Deer,30954
Territorial Authority,Central Hawke's Bay District,1994,Deer,54254
Territorial Authority,Central Hawke's Bay District,2002,Deer,57688
Territorial Authority,Central Hawke's Bay District,2007,Deer,38373
Territorial Authority,Central Hawke's Bay District,2017,Deer,24074
Territorial Authority,Central Otago District,2012,Deer,39537
Territorial Authority,Central Otago District,1994,Deer,13736
Territorial Authority,Central Otago District,2002,Deer,55613
Territorial Authority,Central Otago District,2007,Deer,45504
Territorial Authority,Central Otago District,2017,Deer,25010
Territorial Authority,Chatham Islands,1994,Deer,173
Territorial Authority,Chatham Islands,2002,Deer,NA
Territorial Authority,Chatham Islands,2007,Deer,NA
Territorial Authority,Chatham Islands,2017,Deer,NA
Territorial Authority,Chatham Islands Territory,2012,Deer,NA
Territorial Authority,Christchurch City,2012,Deer,2403
Territorial Authority,Christchurch City,1994,Deer,7075
Territorial Authority,Christchurch City,2002,Deer,8644
Territorial Authority,Christchurch City,2007,Deer,13349
Territorial Authority,Christchurch City,2017,Deer,5802
Territorial Authority,Clutha District,2012,Deer,35881
Territorial Authority,Clutha District,1994,Deer,31729
Territorial Authority,Clutha District,2002,Deer,53400
Territorial Authority,Clutha District,2007,Deer,46396
Territorial Authority,Clutha District,2017,Deer,31397
Territorial Authority,Dunedin City,2012,Deer,17076
Territorial Authority,Dunedin City,1994,Deer,19890
Territorial Authority,Dunedin City,2002,Deer,26961
Territorial Authority,Dunedin City,2007,Deer,19056
Territorial Authority,Dunedin City,2017,Deer,13151
Territorial Authority,Far North District,2012,Deer,1899
Territorial Authority,Far North District,1994,Deer,3919
Territorial Authority,Far North District,2002,Deer,6052
Territorial Authority,Far North District,2007,Deer,2880
Territorial Authority,Far North District,2017,Deer,2178
Territorial Authority,Gisborne District,2012,Deer,17323
Territorial Authority,Gisborne District,1994,Deer,22955
Territorial Authority,Gisborne District,2002,Deer,25752
Territorial Authority,Gisborne District,2007,Deer,26694
Territorial Authority,Gisborne District,2017,Deer,11859
Territorial Authority,Gore District,2012,Deer,21492
Territorial Authority,Gore District,1994,Deer,14343
Territorial Authority,Gore District,2002,Deer,30685
Territorial Authority,Gore District,2007,Deer,23822
Territorial Authority,Gore District,2017,Deer,12875
Territorial Authority,Grey District,2012,Deer,15172
Territorial Authority,Grey District,1994,Deer,7596
Territorial Authority,Grey District,2002,Deer,12494
Territorial Authority,Grey District,2007,Deer,15558
Territorial Authority,Grey District,2017,Deer,15568
Territorial Authority,Hamilton City,2012,Deer,NA
Territorial Authority,Hamilton City,1994,Deer,1395
Territorial Authority,Hamilton City,2002,Deer,510
Territorial Authority,Hamilton City,2007,Deer,NA
Territorial Authority,Hamilton City,2017,Deer,41
Territorial Authority,Hastings District,2012,Deer,30580
Territorial Authority,Hastings District,1994,Deer,45730
Territorial Authority,Hastings District,2002,Deer,48920
Territorial Authority,Hastings District,2007,Deer,34702
Territorial Authority,Hastings District,2017,Deer,18840
Territorial Authority,Hauraki District,2012,Deer,NA
Territorial Authority,Hauraki District,1994,Deer,1456
Territorial Authority,Hauraki District,2002,Deer,1856
Territorial Authority,Hauraki District,2007,Deer,726
Territorial Authority,Hauraki District,2017,Deer,872
Territorial Authority,Horowhenua District,2012,Deer,2653
Territorial Authority,Horowhenua District,1994,Deer,6294
Territorial Authority,Horowhenua District,2002,Deer,6655
Territorial Authority,Horowhenua District,2007,Deer,3058
Territorial Authority,Horowhenua District,2017,Deer,2355
Territorial Authority,Hurunui District,2012,Deer,26015
Territorial Authority,Hurunui District,1994,Deer,27401
Territorial Authority,Hurunui District,2002,Deer,42988
Territorial Authority,Hurunui District,2007,Deer,34042
Territorial Authority,Hurunui District,2017,Deer,28364
Territorial Authority,Invercargill City,2012,Deer,5708
Territorial Authority,Invercargill City,1994,Deer,8546
Territorial Authority,Invercargill City,2002,Deer,8463
Territorial Authority,Invercargill City,2007,Deer,5863
Territorial Authority,Invercargill City,2017,Deer,5284
Territorial Authority,Kaikoura District,2012,Deer,7740
Territorial Authority,Kaikoura District,1994,Deer,5063
Territorial Authority,Kaikoura District,2002,Deer,7398
Territorial Authority,Kaikoura District,2007,Deer,9102
Territorial Authority,Kaikoura District,2017,Deer,3059
Territorial Authority,Kaipara District,2012,Deer,1022
Territorial Authority,Kaipara District,1994,Deer,6519
Territorial Authority,Kaipara District,2002,Deer,10028
Territorial Authority,Kaipara District,2007,Deer,2267
Territorial Authority,Kaipara District,2017,Deer,165
Territorial Authority,Kapiti Coast District,2012,Deer,3428
Territorial Authority,Kapiti Coast District,1994,Deer,5325
Territorial Authority,Kapiti Coast District,2002,Deer,4572
Territorial Authority,Kapiti Coast District,2007,Deer,4595
Territorial Authority,Kapiti Coast District,2017,Deer,3902
Territorial Authority,Kawerau District,2012,Deer,NA
Territorial Authority,Kawerau District,1994,Deer,309
Territorial Authority,Kawerau District,2002,Deer,NA
Territorial Authority,Kawerau District,2007,Deer,NA
Territorial Authority,Kawerau District,2017,Deer,NA
Territorial Authority,Lower Hutt City,2012,Deer,NA
Territorial Authority,Lower Hutt City,1994,Deer,NA
Territorial Authority,Lower Hutt City,2002,Deer,NA
Territorial Authority,Lower Hutt City,2007,Deer,NA
Territorial Authority,Lower Hutt City,2017,Deer,NA
Territorial Authority,Mackenzie District,2012,Deer,40986
Territorial Authority,Mackenzie District,1994,Deer,15956
Territorial Authority,Mackenzie District,2002,Deer,36506
Territorial Authority,Mackenzie District,2007,Deer,43183
Territorial Authority,Mackenzie District,2017,Deer,34082
Territorial Authority,Manawatu District,2012,Deer,20251
Territorial Authority,Manawatu District,1994,Deer,35103
Territorial Authority,Manawatu District,2002,Deer,41281
Territorial Authority,Manawatu District,2007,Deer,29159
Territorial Authority,Manawatu District,2017,Deer,13159
Territorial Authority,Marlborough District,2012,Deer,NA
Territorial Authority,Marlborough District,1994,Deer,18764
Territorial Authority,Marlborough District,2002,Deer,22842
Territorial Authority,Marlborough District,2007,Deer,NA
Territorial Authority,Marlborough District,2017,Deer,6077
Territorial Authority,Masterton District,2012,Deer,3698
Territorial Authority,Masterton District,1994,Deer,7648
Territorial Authority,Masterton District,2002,Deer,8234
Territorial Authority,Masterton District,2007,Deer,3703
Territorial Authority,Masterton District,2017,Deer,1931
Territorial Authority,Matamata-Piako District,2012,Deer,2096
Territorial Authority,Matamata-Piako District,1994,Deer,13684
Territorial Authority,Matamata-Piako District,2002,Deer,9548
Territorial Authority,Matamata-Piako District,2007,Deer,4016
Territorial Authority,Matamata-Piako District,2017,Deer,1450
Territorial Authority,Napier City,2012,Deer,NA
Territorial Authority,Napier City,1994,Deer,2494
Territorial Authority,Napier City,2002,Deer,1151
Territorial Authority,Napier City,2007,Deer,NA
Territorial Authority,Napier City,2017,Deer,7
Territorial Authority,Nelson City,2012,Deer,NA
Territorial Authority,Nelson City,1994,Deer,343
Territorial Authority,Nelson City,2002,Deer,2228
Territorial Authority,Nelson City,2007,Deer,NA
Territorial Authority,Nelson City,2017,Deer,NA
Territorial Authority,New Plymouth District,2012,Deer,1312
Territorial Authority,New Plymouth District,1994,Deer,7310
Territorial Authority,New Plymouth District,2002,Deer,4068
Territorial Authority,New Plymouth District,2007,Deer,2655
Territorial Authority,New Plymouth District,2017,Deer,1096
Territorial Authority,Opotiki District,2012,Deer,NA
Territorial Authority,Opotiki District,1994,Deer,2304
Territorial Authority,Opotiki District,2002,Deer,2810
Territorial Authority,Opotiki District,2007,Deer,NA
Territorial Authority,Opotiki District,2017,Deer,764
Territorial Authority,Otorohanga District,2012,Deer,8732
Territorial Authority,Otorohanga District,1994,Deer,17563
Territorial Authority,Otorohanga District,2002,Deer,9077
Territorial Authority,Otorohanga District,2007,Deer,8208
Territorial Authority,Otorohanga District,2017,Deer,4209
Territorial Authority,Palmerston North City,2012,Deer,2107
Territorial Authority,Palmerston North City,1994,Deer,1936
Territorial Authority,Palmerston North City,2002,Deer,4822
Territorial Authority,Palmerston North City,2007,Deer,NA
Territorial Authority,Palmerston North City,2017,Deer,1088
Territorial Authority,Porirua City,2012,Deer,1630
Territorial Authority,Porirua City,1994,Deer,877
Territorial Authority,Porirua City,2002,Deer,1464
Territorial Authority,Porirua City,2007,Deer,NA
Territorial Authority,Porirua City,2017,Deer,531
Territorial Authority,Queenstown-Lakes District,2012,Deer,44547
Territorial Authority,Queenstown-Lakes District,1994,Deer,11126
Territorial Authority,Queenstown-Lakes District,2002,Deer,28932
Territorial Authority,Queenstown-Lakes District,2007,Deer,45800
Territorial Authority,Queenstown-Lakes District,2017,Deer,37778
Territorial Authority,Rangitikei District,2012,Deer,20034
Territorial Authority,Rangitikei District,1994,Deer,23354
Territorial Authority,Rangitikei District,2002,Deer,25298
Territorial Authority,Rangitikei District,2007,Deer,21976
Territorial Authority,Rangitikei District,2017,Deer,16896
Territorial Authority,Rotorua District,2012,Deer,25381
Territorial Authority,Rotorua District,1994,Deer,36379
Territorial Authority,Rotorua District,2002,Deer,38612
Territorial Authority,Rotorua District,2007,Deer,34086
Territorial Authority,Rotorua District,2017,Deer,21038
Territorial Authority,Ruapehu District,2012,Deer,16103
Territorial Authority,Ruapehu District,1994,Deer,27364
Territorial Authority,Ruapehu District,2002,Deer,36151
Territorial Authority,Ruapehu District,2007,Deer,26397
Territorial Authority,Ruapehu District,2017,Deer,11508
Territorial Authority,Selwyn District,2012,Deer,40759
Territorial Authority,Selwyn District,1994,Deer,32525
Territorial Authority,Selwyn District,2002,Deer,45420
Territorial Authority,Selwyn District,2007,Deer,48716
Territorial Authority,Selwyn District,2017,Deer,19979
Territorial Authority,South Taranaki District,2012,Deer,1087
Territorial Authority,South Taranaki District,1994,Deer,8465
Territorial Authority,South Taranaki District,2002,Deer,4604
Territorial Authority,South Taranaki District,2007,Deer,NA
Territorial Authority,South Taranaki District,2017,Deer,2193
Territorial Authority,South Waikato District,2012,Deer,4095
Territorial Authority,South Waikato District,1994,Deer,12247
Territorial Authority,South Waikato District,2002,Deer,7829
Territorial Authority,South Waikato District,2007,Deer,5198
Territorial Authority,South Waikato District,2017,Deer,2520
Territorial Authority,South Wairarapa District,2012,Deer,734
Territorial Authority,South Wairarapa District,1994,Deer,8270
Territorial Authority,South Wairarapa District,2002,Deer,4752
Territorial Authority,South Wairarapa District,2007,Deer,1328
Territorial Authority,South Wairarapa District,2017,Deer,NA
Territorial Authority,Southland District,2012,Deer,211202
Territorial Authority,Southland District,1994,Deer,161623
Territorial Authority,Southland District,2002,Deer,312410
Territorial Authority,Southland District,2007,Deer,277839
Territorial Authority,Southland District,2017,Deer,174321
Territorial Authority,Stratford District,2012,Deer,1357
Territorial Authority,Stratford District,1994,Deer,3490
Territorial Authority,Stratford District,2002,Deer,2090
Territorial Authority,Stratford District,2007,Deer,NA
Territorial Authority,Stratford District,2017,Deer,710
Territorial Authority,Tararua District,2012,Deer,10686
Territorial Authority,Tararua District,1994,Deer,18877
Territorial Authority,Tararua District,2002,Deer,18981
Territorial Authority,Tararua District,2007,Deer,14022
Territorial Authority,Tararua District,2017,Deer,6242
Territorial Authority,Tasman District,2012,Deer,15540
Territorial Authority,Tasman District,1994,Deer,35810
Territorial Authority,Tasman District,2002,Deer,32185
Territorial Authority,Tasman District,2007,Deer,20632
Territorial Authority,Tasman District,2017,Deer,10348
Territorial Authority,Taupo District,2012,Deer,41712
Territorial Authority,Taupo District,1994,Deer,31883
Territorial Authority,Taupo District,2002,Deer,53838
Territorial Authority,Taupo District,2007,Deer,60465
Territorial Authority,Taupo District,2017,Deer,37860
Territorial Authority,Tauranga City,2012,Deer,NA
Territorial Authority,Tauranga City,1994,Deer,1328
Territorial Authority,Tauranga City,2002,Deer,1012
Territorial Authority,Tauranga City,2007,Deer,NA
Territorial Authority,Tauranga City,2017,Deer,NA
Territorial Authority,Thames-Coromandel District,2012,Deer,311
Territorial Authority,Thames-Coromandel District,1994,Deer,823
Territorial Authority,Thames-Coromandel District,2002,Deer,1793
Territorial Authority,Thames-Coromandel District,2007,Deer,596
Territorial Authority,Thames-Coromandel District,2017,Deer,238
Territorial Authority,Timaru District,2012,Deer,64949
Territorial Authority,Timaru District,1994,Deer,54519
Territorial Authority,Timaru District,2002,Deer,80356
Territorial Authority,Timaru District,2007,Deer,86873
Territorial Authority,Timaru District,2017,Deer,59243
Territorial Authority,Upper Hutt City,2012,Deer,NA
Territorial Authority,Upper Hutt City,1994,Deer,1277
Territorial Authority,Upper Hutt City,2002,Deer,486
Territorial Authority,Upper Hutt City,2007,Deer,NA
Territorial Authority,Upper Hutt City,2017,Deer,NA
Territorial Authority,Waikato District,2012,Deer,7509
Territorial Authority,Waikato District,1994,Deer,24898
Territorial Authority,Waikato District,2002,Deer,20269
Territorial Authority,Waikato District,2007,Deer,5736
Territorial Authority,Waikato District,2017,Deer,5143
Territorial Authority,Waimakariri District,2012,Deer,24852
Territorial Authority,Waimakariri District,1994,Deer,27930
Territorial Authority,Waimakariri District,2002,Deer,42682
Territorial Authority,Waimakariri District,2007,Deer,42269
Territorial Authority,Waimakariri District,2017,Deer,16895
Territorial Authority,Waimate District,2012,Deer,27613
Territorial Authority,Waimate District,1994,Deer,17843
Territorial Authority,Waimate District,2002,Deer,42671
Territorial Authority,Waimate District,2007,Deer,39003
Territorial Authority,Waimate District,2017,Deer,22419
Territorial Authority,Waipa District,2012,Deer,14573
Territorial Authority,Waipa District,1994,Deer,22337
Territorial Authority,Waipa District,2002,Deer,18634
Territorial Authority,Waipa District,2007,Deer,15594
Territorial Authority,Waipa District,2017,Deer,9260
Territorial Authority,Wairoa District,2012,Deer,7797
Territorial Authority,Wairoa District,1994,Deer,15823
Territorial Authority,Wairoa District,2002,Deer,18215
